"kommunenr_2024","år","folk_ialt","demens_estimert","demensandel","y2s_predikert","y2s_predikert_modell"
"1122",2035,13387,290.36803,0.0216902987973407,102.522083001695,123.764761146731
"1122",2036,13475,304.46952,0.0225951406307978,105.506781907654,127.066909279272
"1122",2037,13561,319.56838,0.0235652518250866,108.867025487337,130.618586316756
"1122",2038,13646,334.468985,0.0245104048805511,112.499590943344,134.181074442443
"1122",2039,13729,351.074161,0.0255717212469954,116.647343409783,138.165690910268
"1122",2040,13811,364.889297,0.0264201938310043,120.745516356898,141.592826171037
"1122",2041,13890,378.592177,0.0272564562275018,125.107247921258,145.029808183031
"1122",2042,13967,395.006175,0.0282813900622897,130.196567387215,149.137953410307
"1122",2043,14041,408.431056,0.0290884592265508,135.114989730941,152.596596245344
"1122",2044,14111,425.586905,0.0301599394089717,141.018512858416,156.99162949473
"1122",2045,14177,440.209643,0.0310509729138746,146.797823611962,160.828090599338
"1122",2046,14238,455.961928,0.0320242961090041,153.144404888493,164.993417515874
"1122",2047,14295,469.942219,0.0328745868485484,159.451000135021,168.761690292982
"1122",2048,14347,483.936116,0.0337308228898027,166.082404667553,172.575572613571
"1122",2049,14395,501.2386,0.0348203265022577,173.901462301357,177.326194598812
"1122",2050,14437,514.891847,0.0356647396966129,181.156725258515,181.156725258515
"1124",2026,29290,483.644678,0.0165122798907477,187.266242889276,216.66242889276
"1124",2027,29517,507.64819,0.0171985022190602,189.175698861548,221.641446265802
"1124",2028,29736,529.377346,0.0178025741861716,191.394421491593,226.253837094818
"1124",2029,29952,552.097176,0.0184327315705128,193.999882038726,231.058268417534
"1124",2030,30163,575.329552,0.0190740162450685,196.992682816531,235.970731266125
"1124",2031,30370,599.345358,0.0197347829436944,200.400937732466,241.046739939013
"1124",2032,30572,626.351189,0.0204877400562606,204.36997362747,246.676841930678
"1124",2033,30771,649.546737,0.021109055181827,208.533112146103,251.677550747871
"1124",2034,30967,678.519904,0.0219110635192301,213.504046751749,257.760116879371
"1124",2035,31161,706.239135,0.0226641999614903,218.860144291139,263.680329808317
"1124",2036,31353,731.67159,0.0233365735336331,224.485737591326,269.233131771212
"1124",2037,31539,762.182883,0.0241663617426044,231.041152986555,275.787615583523
"1124",2038,31719,788.257469,0.0248512711308679,237.649952837679,281.54536879578
"1124",2039,31893,818.822183,0.0256740407926504,245.233527616875,288.22728105
"1124",2040,32060,849.480458,0.0264965832189644,253.370698574255,294.993117718808
"1124",2041,32221,880.815649,0.0273366949815338,262.154676716756,301.969323346047
"1124",2042,32376,912.316234,0.0281787816283667,271.541200611091,309.058858015844
"1124",2043,32524,941.750439,0.0289555540216456,281.19390650786,315.788347807268
"1124",2044,32665,978.726513,0.0299625444053268,292.667425482795,324.216032881026
"1124",2045,32798,1012.650649,0.030875378041344,304.328843991564,332.097038758849
