"kommunenr_2024","år","timer","kilder"
"5006",2021,537124,"1702+1724+5004+5006+5039"
"5006",2022,569631,"1702+1724+5004+5006+5039"
"5006",2023,530692,"1702+1724+5004+5006+5039"
"5006",2024,541949,"1702+1724+5004+5006+5039"
"5006",2025,535579,"1702+1724+5004+5006+5039"
"5007",2009,188686,"1703+1725+1748+5005+5007+5040+5048"
"5007",2010,186900,"1703+1725+1748+5005+5007+5040+5048"
"5007",2011,192577,"1703+1725+1748+5005+5007+5040+5048"
"5007",2012,212369,"1703+1725+1748+5005+5007+5040+5048"
"5007",2013,237615,"1703+1725+1748+5005+5007+5040+5048"
"5007",2014,278821,"1703+1725+1748+5005+5007+5040+5048"
"5007",2015,251149,"1703+1725+1748+5005+5007+5040+5048"
"5007",2016,274612,"1703+1725+1748+5005+5007+5040+5048"
"5007",2017,266133,"1703+1725+1748+5005+5007+5040+5048"
"5007",2018,295109,"1703+1725+1748+5005+5007+5040+5048"
"5007",2019,279046,"1703+1725+1748+5005+5007+5040+5048"
"5007",2020,231323,"1703+1725+1748+5005+5007+5040+5048"
"5007",2021,234897,"1703+1725+1748+5005+5007+5040+5048"
"5007",2022,262534,"1703+1725+1748+5005+5007+5040+5048"
"5007",2023,273851,"1703+1725+1748+5005+5007+5040+5048"
"5007",2024,289850,"1703+1725+1748+5005+5007+5040+5048"
"5007",2025,286887,"1703+1725+1748+5005+5007+5040+5048"
"5014",2009,20420,"1620+5014"
"5014",2010,21119,"1620+5014"
"5014",2011,12512,"1620+5014"
"5014",2012,12574,"1620+5014"
"5014",2013,13699,"1620+5014"
"5014",2014,23773,"1620+5014"
"5014",2015,27877,"1620+5014"
"5014",2016,25681,"1620+5014"
"5014",2017,27597,"1620+5014"
"5014",2018,30325,"1620+5014"
"5014",2019,27576,"1620+5014"
"5014",2020,25325,"1620+5014"
"5014",2021,27227,"1620+5014"
"5014",2022,37914,"1620+5014"
"5014",2023,31191,"1620+5014"
"5014",2024,34048,"1620+5014"
"5014",2025,30897,"1620+5014"
"5020",2009,9207,"1633+5020"
"5020",2010,9243,"1633+5020"
"5020",2011,8618,"1633+5020"
"5020",2012,7302,"1633+5020"
"5020",2013,8911,"1633+5020"
"5020",2014,9818,"1633+5020"
"5020",2015,9011,"1633+5020"
"5020",2016,8119,"1633+5020"
"5020",2017,10879,"1633+5020"
"5020",2018,9286,"1633+5020"
"5020",2019,12110,"1633+5020"
"5020",2020,11473,"1633+5020"
"5020",2021,11857,"1633+5020"
"5020",2022,11245,"1633+5020"
"5020",2023,20495,"1633+5020"
"5020",2024,11682,"1633+5020"
"5020",2025,9453,"1633+5020"
"5021",2009,181155,"1634+5021"
"5021",2010,59064,"1634+5021"
"5021",2011,50181,"1634+5021"
"5021",2012,48530,"1634+5021"
"5021",2013,49839,"1634+5021"
"5021",2014,102447,"1634+5021"
"5021",2015,122478,"1634+5021"
"5021",2016,133266,"1634+5021"
"5021",2017,174430,"1634+5021"
"5021",2018,88172,"1634+5021"
"5021",2019,91353,"1634+5021"
"5021",2020,92389,"1634+5021"
"5021",2021,85241,"1634+5021"
"5021",2022,97018,"1634+5021"
"5021",2023,91013,"1634+5021"
"5021",2024,89438,"1634+5021"
"5021",2025,76708,"1634+5021"
"5022",2009,31593,"1635+5022"
"5022",2010,41222,"1635+5022"
"5022",2011,34772,"1635+5022"
"5022",2012,26095,"1635+5022"
"5022",2013,15281,"1635+5022"
"5022",2014,14996,"1635+5022"
"5022",2015,22800,"1635+5022"
"5022",2016,34043,"1635+5022"
"5022",2017,25182,"1635+5022"
"5022",2018,20087,"1635+5022"
"5022",2019,19130,"1635+5022"
"5022",2020,15550,"1635+5022"
"5022",2021,16089,"1635+5022"
"5022",2022,23726,"1635+5022"
"5022",2023,26840,"1635+5022"
"5022",2024,17265,"1635+5022"
"5022",2025,13340,"1635+5022"
"5025",2009,45544,"1640+5025"
"5025",2010,35842,"1640+5025"
"5025",2011,37130,"1640+5025"
"5025",2012,36110,"1640+5025"
"5025",2013,36058,"1640+5025"
"5025",2014,35138,"1640+5025"
"5025",2015,45437,"1640+5025"
"5025",2016,49620,"1640+5025"
"5025",2017,50523,"1640+5025"
"5025",2018,40886,"1640+5025"
"5025",2019,38088,"1640+5025"
"5025",2020,35249,"1640+5025"
"5025",2021,29495,"1640+5025"
"5025",2022,28709,"1640+5025"
"5025",2023,36132,"1640+5025"
"5025",2024,36761,"1640+5025"
"5025",2025,37978,"1640+5025"
"5026",2009,22336,"1644+5026"
"5026",2010,20651,"1644+5026"
"5026",2011,20128,"1644+5026"
"5026",2012,18619,"1644+5026"
"5026",2013,12938,"1644+5026"
"5026",2014,10632,"1644+5026"
"5026",2015,9562,"1644+5026"
"5026",2016,9889,"1644+5026"
"5026",2017,8087,"1644+5026"
"5026",2018,8644,"1644+5026"
"5026",2019,9269,"1644+5026"
"5026",2020,29035,"1644+5026"
"5026",2021,30689,"1644+5026"
"5026",2022,22640,"1644+5026"
"5026",2023,12789,"1644+5026"
"5026",2024,7249,"1644+5026"
"5026",2025,6389,"1644+5026"
"5027",2009,20573,"1648+5027"
"5027",2010,29673,"1648+5027"
"5027",2011,34908,"1648+5027"
"5027",2012,39463,"1648+5027"
"5027",2013,31800,"1648+5027"
"5027",2014,37683,"1648+5027"
"5027",2015,42715,"1648+5027"
"5027",2016,42929,"1648+5027"
"5027",2017,58337,"1648+5027"
"5027",2018,66835,"1648+5027"
"5027",2019,71313,"1648+5027"
"5027",2020,64853,"1648+5027"
"5027",2021,63516,"1648+5027"
"5027",2022,71503,"1648+5027"
"5027",2023,79937,"1648+5027"
"5027",2024,54659,"1648+5027"
"5027",2025,61055,"1648+5027"
"5028",2009,112374,"1653+5028"
"5028",2010,115230,"1653+5028"
"5028",2011,116439,"1653+5028"
"5028",2012,122513,"1653+5028"
"5028",2013,146233,"1653+5028"
"5028",2014,154305,"1653+5028"
"5028",2015,190495,"1653+5028"
"5028",2016,250159,"1653+5028"
"5028",2017,263438,"1653+5028"
"5028",2018,270192,"1653+5028"
"5028",2019,213588,"1653+5028"
"5028",2020,170595,"1653+5028"
"5028",2021,142847,"1653+5028"
"5028",2022,139573,"1653+5028"
"5028",2023,147687,"1653+5028"
"5028",2024,149521,"1653+5028"
"5028",2025,131353,"1653+5028"
"5029",2009,13916,"1657+5029"
"5029",2010,23130,"1657+5029"
"5029",2011,22395,"1657+5029"
"5029",2012,23642,"1657+5029"
"5029",2013,28246,"1657+5029"
"5029",2014,36283,"1657+5029"
"5029",2015,43807,"1657+5029"
"5029",2016,42537,"1657+5029"
"5029",2017,37236,"1657+5029"
"5029",2018,35785,"1657+5029"
"5029",2019,29109,"1657+5029"
"5029",2020,41270,"1657+5029"
"5029",2021,54720,"1657+5029"
"5029",2022,63271,"1657+5029"
"5029",2023,63091,"1657+5029"
"5029",2024,58348,"1657+5029"
"5029",2025,62976,"1657+5029"
"5031",2009,16005,"1663+5031"
"5031",2010,17126,"1663+5031"
"5031",2011,27924,"1663+5031"
"5031",2012,44494,"1663+5031"
"5031",2013,69149,"1663+5031"
"5031",2014,74101,"1663+5031"
"5031",2015,75846,"1663+5031"
"5031",2016,70783,"1663+5031"
"5031",2017,55386,"1663+5031"
"5031",2018,86072,"1663+5031"
"5031",2019,92248,"1663+5031"
"5031",2020,91728,"1663+5031"
"5031",2021,98795,"1663+5031"
"5031",2022,123782,"1663+5031"
"5031",2023,138809,"1663+5031"
"5031",2024,141028,"1663+5031"
"5031",2025,149419,"1663+5031"
"5032",2009,88509,"1664+5032"
"5032",2010,105932,"1664+5032"
"5032",2011,115877,"1664+5032"
"5032",2012,109194,"1664+5032"
"5032",2013,112088,"1664+5032"
"5032",2014,103458,"1664+5032"
"5032",2015,86691,"1664+5032"
"5032",2016,94778,"1664+5032"
"5032",2017,100988,"1664+5032"
"5032",2018,95173,"1664+5032"
"5032",2019,90966,"1664+5032"
"5032",2020,66680,"1664+5032"
"5032",2021,69000,"1664+5032"
"5032",2022,71385,"1664+5032"
"5032",2023,68398,"1664+5032"
"5032",2024,63697,"1664+5032"
"5032",2025,53947,"1664+5032"
"5033",2009,5753,"1665+5033"
"5033",2010,6164,"1665+5033"
"5033",2011,5546,"1665+5033"
"5033",2012,5370,"1665+5033"
"5033",2013,4902,"1665+5033"
"5033",2014,6866,"1665+5033"
"5033",2015,6742,"1665+5033"
"5033",2016,5787,"1665+5033"
"5033",2017,5541,"1665+5033"
"5033",2018,4237,"1665+5033"
"5033",2019,6191,"1665+5033"
"5033",2020,5290,"1665+5033"
"5033",2021,6431,"1665+5033"
"5033",2022,4312,"1665+5033"
"5033",2023,4546,"1665+5033"
"5033",2024,3702,"1665+5033"
"5033",2025,2093,"1665+5033"
"5034",2009,12621,"1711+5034"
"5034",2010,13344,"1711+5034"
"5034",2011,18172,"1711+5034"
"5034",2012,17493,"1711+5034"
"5034",2013,15000,"1711+5034"
"5034",2014,15458,"1711+5034"
"5034",2015,16225,"1711+5034"
"5034",2016,22715,"1711+5034"
"5034",2017,19555,"1711+5034"
"5034",2018,18200,"1711+5034"
"5034",2019,16663,"1711+5034"
"5034",2020,17112,"1711+5034"
"5034",2021,17122,"1711+5034"
"5034",2022,17872,"1711+5034"
"5034",2023,21344,"1711+5034"
"5034",2024,24271,"1711+5034"
"5034",2025,17491,"1711+5034"
"5035",2009,221068,"1714+5035"
"5035",2010,254766,"1714+5035"
"5035",2011,260761,"1714+5035"
"5035",2012,284813,"1714+5035"
"5035",2013,295317,"1714+5035"
"5035",2014,310039,"1714+5035"
"5035",2015,318931,"1714+5035"
"5035",2016,297664,"1714+5035"
"5035",2017,301710,"1714+5035"
"5035",2018,358323,"1714+5035"
"5035",2019,309895,"1714+5035"
"5035",2020,300478,"1714+5035"
"5035",2021,285995,"1714+5035"
"5035",2022,305868,"1714+5035"
"5035",2023,343991,"1714+5035"
"5035",2024,379598,"1714+5035"
"5035",2025,374369,"1714+5035"
"5036",2009,28174,"1717+5036"
"5036",2010,31716,"1717+5036"
"5036",2011,34496,"1717+5036"
"5036",2012,34972,"1717+5036"
"5036",2013,39725,"1717+5036"
"5036",2014,45717,"1717+5036"
"5036",2015,33490,"1717+5036"
"5036",2016,28234,"1717+5036"
"5036",2017,26826,"1717+5036"
"5036",2018,36453,"1717+5036"
"5036",2019,52656,"1717+5036"
"5036",2020,56756,"1717+5036"
"5036",2021,58990,"1717+5036"
"5036",2022,59728,"1717+5036"
"5036",2023,64075,"1717+5036"
"5036",2024,60651,"1717+5036"
"5036",2025,51244,"1717+5036"
"5037",2009,134087,"1719+5037"
"5037",2010,102963,"1719+5037"
"5037",2011,80705,"1719+5037"
"5037",2012,79852,"1719+5037"
"5037",2013,69953,"1719+5037"
"5037",2014,74150,"1719+5037"
"5037",2015,70902,"1719+5037"
"5037",2016,82080,"1719+5037"
"5037",2017,79263,"1719+5037"
"5037",2018,103610,"1719+5037"
"5037",2019,113816,"1719+5037"
"5037",2020,113378,"1719+5037"
"5037",2021,109538,"1719+5037"
"5037",2022,95500,"1719+5037"
"5037",2023,109748,"1719+5037"
"5037",2024,105598,"1719+5037"
"5037",2025,107051,"1719+5037"
"5038",2009,81278,"1721+5038"
"5038",2010,89203,"1721+5038"
"5038",2011,90057,"1721+5038"
"5038",2012,82584,"1721+5038"
"5038",2013,73345,"1721+5038"
"5038",2014,79511,"1721+5038"
"5038",2015,80457,"1721+5038"
"5038",2016,81762,"1721+5038"
"5038",2017,84612,"1721+5038"
"5038",2018,101086,"1721+5038"
"5038",2019,96445,"1721+5038"
"5038",2020,83995,"1721+5038"
"5038",2021,80944,"1721+5038"
"5038",2022,83435,"1721+5038"
"5038",2023,145627,"1721+5038"
"5038",2024,182132,"1721+5038"
"5038",2025,145209,"1721+5038"
"5041",2009,19045,"1736+5041"
"5041",2010,22633,"1736+5041"
"5041",2011,32806,"1736+5041"
"5041",2012,29983,"1736+5041"
"5041",2013,23119,"1736+5041"
"5041",2014,23900,"1736+5041"
"5041",2015,26618,"1736+5041"
"5041",2016,23651,"1736+5041"
"5041",2017,17249,"1736+5041"
"5041",2018,17690,"1736+5041"
"5041",2019,15302,"1736+5041"
"5041",2020,18754,"1736+5041"
"5041",2021,26647,"1736+5041"
"5041",2022,12557,"1736+5041"
"5041",2023,11776,"1736+5041"
"5041",2024,11103,"1736+5041"
"5041",2025,12650,"1736+5041"
"5042",2009,13957,"1738+5042"
"5042",2010,7266,"1738+5042"
"5042",2011,6329,"1738+5042"
"5042",2012,6802,"1738+5042"
"5042",2013,9344,"1738+5042"
"5042",2014,12713,"1738+5042"
"5042",2015,12456,"1738+5042"
"5042",2016,15196,"1738+5042"
"5042",2017,15425,"1738+5042"
"5042",2018,14293,"1738+5042"
"5042",2019,12549,"1738+5042"
"5042",2020,12788,"1738+5042"
"5042",2021,11230,"1738+5042"
"5042",2022,11883,"1738+5042"
"5042",2023,11911,"1738+5042"
"5042",2024,11451,"1738+5042"
"5042",2025,11859,"1738+5042"
"5043",2009,4768,"1739+5043"
"5043",2010,4056,"1739+5043"
"5043",2011,4076,"1739+5043"
"5043",2012,5618,"1739+5043"
"5043",2013,3065,"1739+5043"
"5043",2014,3544,"1739+5043"
"5043",2015,4408,"1739+5043"
"5043",2016,4175,"1739+5043"
"5043",2017,4863,"1739+5043"
"5043",2018,5217,"1739+5043"
"5043",2019,4297,"1739+5043"
"5043",2020,4257,"1739+5043"
"5043",2021,3664,"1739+5043"
"5043",2022,3665,"1739+5043"
"5043",2023,3770,"1739+5043"
"5043",2024,3519,"1739+5043"
"5043",2025,4350,"1739+5043"
"5044",2009,3038,"1740+5044"
"5044",2010,2899,"1740+5044"
"5044",2011,3838,"1740+5044"
"5044",2012,3976,"1740+5044"
"5044",2013,4017,"1740+5044"
"5044",2014,4037,"1740+5044"
"5044",2015,4514,"1740+5044"
"5044",2016,4453,"1740+5044"
"5044",2017,6157,"1740+5044"
"5044",2018,5869,"1740+5044"
"5044",2019,8246,"1740+5044"
"5044",2020,10697,"1740+5044"
"5044",2021,10393,"1740+5044"
"5044",2022,12378,"1740+5044"
"5044",2023,9395,"1740+5044"
"5044",2024,10940,"1740+5044"
"5044",2025,10829,"1740+5044"
"5045",2009,10337,"1742+5045"
"5045",2010,10067,"1742+5045"
"5045",2011,11280,"1742+5045"
"5045",2012,11877,"1742+5045"
"5045",2013,10890,"1742+5045"
"5045",2014,11062,"1742+5045"
"5045",2015,18160,"1742+5045"
"5045",2016,26226,"1742+5045"
"5045",2017,19325,"1742+5045"
"5045",2018,9001,"1742+5045"
"5045",2019,10639,"1742+5045"
"5045",2020,8396,"1742+5045"
"5045",2021,8844,"1742+5045"
"5045",2022,7659,"1742+5045"
"5045",2023,7284,"1742+5045"
"5045",2024,7569,"1742+5045"
"5045",2025,7659,"1742+5045"
"5046",2009,12485,"1743+5046"
"5046",2010,10012,"1743+5046"
"5046",2011,10175,"1743+5046"
"5046",2012,7946,"1743+5046"
"5046",2013,7966,"1743+5046"
"5046",2014,8021,"1743+5046"
"5046",2015,9538,"1743+5046"
"5046",2016,12302,"1743+5046"
"5046",2017,12584,"1743+5046"
"5046",2018,12830,"1743+5046"
"5046",2019,13854,"1743+5046"
"5046",2020,15113,"1743+5046"
"5046",2021,13065,"1743+5046"
"5046",2022,11812,"1743+5046"
"5046",2023,20562,"1743+5046"
"5046",2024,20284,"1743+5046"
"5046",2025,19765,"1743+5046"
"5047",2009,28077,"1744+5047"
"5047",2010,26310,"1744+5047"
"5047",2011,27143,"1744+5047"
"5047",2012,27428,"1744+5047"
"5047",2013,32255,"1744+5047"
"5047",2014,33529,"1744+5047"
"5047",2015,37222,"1744+5047"
"5047",2016,34375,"1744+5047"
"5047",2017,43579,"1744+5047"
"5047",2018,44688,"1744+5047"
"5047",2019,42788,"1744+5047"
"5047",2020,43524,"1744+5047"
"5047",2021,46849,"1744+5047"
"5047",2022,60095,"1744+5047"
"5047",2023,59389,"1744+5047"
"5047",2024,59292,"1744+5047"
"5047",2025,59197,"1744+5047"
"5049",2009,17449,"1749+5049"
"5049",2010,18615,"1749+5049"
"5049",2011,16129,"1749+5049"
"5049",2012,15535,"1749+5049"
"5049",2013,15087,"1749+5049"
"5049",2014,13482,"1749+5049"
"5049",2015,13889,"1749+5049"
"5049",2016,14623,"1749+5049"
"5049",2017,15227,"1749+5049"
"5049",2018,15468,"1749+5049"
"5049",2019,15340,"1749+5049"
"5049",2020,17549,"1749+5049"
"5049",2021,17935,"1749+5049"
"5049",2022,21288,"1749+5049"
"5049",2023,18782,"1749+5049"
"5049",2024,20693,"1749+5049"
"5049",2025,22634,"1749+5049"
"5052",2009,4086,"1755+5052"
"5052",2010,3550,"1755+5052"
"5052",2011,5330,"1755+5052"
"5052",2012,4179,"1755+5052"
"5052",2013,3926,"1755+5052"
"5052",2014,3255,"1755+5052"
"5052",2015,2722,"1755+5052"
"5052",2016,3897,"1755+5052"
"5052",2017,5200,"1755+5052"
"5052",2018,5512,"1755+5052"
"5052",2019,7049,"1755+5052"
"5052",2020,10142,"1755+5052"
"5052",2021,8391,"1755+5052"
"5052",2022,8164,"1755+5052"
"5052",2023,4827,"1755+5052"
"5052",2024,3310,"1755+5052"
"5052",2025,4982,"1755+5052"
"5053",2009,20566,"1723+1729+1756+5053"
"5053",2010,27325,"1723+1729+1756+5053"
"5053",2011,33319,"1723+1729+1756+5053"
"5053",2012,37675,"1723+1729+1756+5053"
"5053",2013,44334,"1723+1729+1756+5053"
"5053",2014,48543,"1723+1729+1756+5053"
"5053",2015,47651,"1723+1729+1756+5053"
"5053",2016,48503,"1723+1729+1756+5053"
"5053",2017,54215,"1723+1729+1756+5053"
"5053",2018,54998,"1723+1729+1756+5053"
"5053",2019,61182,"1723+1729+1756+5053"
"5053",2020,59687,"1723+1729+1756+5053"
"5053",2021,64081,"1723+1729+1756+5053"
"5053",2022,78135,"1723+1729+1756+5053"
"5053",2023,79322,"1723+1729+1756+5053"
"5053",2024,100592,"1723+1729+1756+5053"
"5053",2025,114279,"1723+1729+1756+5053"
"5054",2009,44784,"1624+1718+5054"
"5054",2010,55548,"1624+1718+5054"
"5054",2011,64929,"1624+1718+5054"
"5054",2012,69810,"1624+1718+5054"
"5054",2013,106869,"1624+1718+5054"
"5054",2014,117149,"1624+1718+5054"
"5054",2015,117797,"1624+1718+5054"
"5054",2016,123759,"1624+1718+5054"
"5054",2017,132212,"1624+1718+5054"
"5054",2018,67893,"1624+1718+5054"
"5054",2019,69860,"1624+1718+5054"
"5054",2020,68951,"1624+1718+5054"
"5054",2021,88015,"1624+1718+5054"
"5054",2022,75123,"1624+1718+5054"
"5054",2023,143303,"1624+1718+5054"
"5054",2024,107637,"1624+1718+5054"
"5054",2025,117574,"1624+1718+5054"
"5055",2009,0,"5055"
"5055",2010,0,"5055"
"5055",2011,0,"5055"
"5055",2012,0,"5055"
"5055",2013,0,"5055"
"5055",2014,0,"5055"
"5055",2015,0,"5055"
"5055",2016,0,"5055"
"5055",2017,0,"5055"
"5055",2018,0,"5055"
"5055",2019,0,"5055"
"5055",2020,90552,"5055"
"5055",2021,86329,"5055"
"5055",2022,67338,"5055"
"5055",2023,82538,"5055"
"5055",2024,73927,"5055"
"5055",2025,62835,"5055"
"5056",2009,0,"5056"
"5056",2010,0,"5056"
"5056",2011,0,"5056"
"5056",2012,0,"5056"
"5056",2013,0,"5056"
"5056",2014,0,"5056"
"5056",2015,0,"5056"
"5056",2016,0,"5056"
"5056",2017,0,"5056"
"5056",2018,0,"5056"
"5056",2019,0,"5056"
"5056",2020,43962,"5056"
"5056",2021,44472,"5056"
"5056",2022,37675,"5056"
"5056",2023,43138,"5056"
"5056",2024,44677,"5056"
"5056",2025,34821,"5056"
"5057",2009,49077,"1621+1627+5015+5017+5057"
"5057",2010,73904,"1621+1627+5015+5017+5057"
"5057",2011,77408,"1621+1627+5015+5017+5057"
"5057",2012,79764,"1621+1627+5015+5017+5057"
"5057",2013,71292,"1621+1627+5015+5017+5057"
"5057",2014,70589,"1621+1627+5015+5017+5057"
"5057",2015,86762,"1621+1627+5015+5017+5057"
"5057",2016,111623,"1621+1627+5015+5017+5057"
"5057",2017,114745,"1621+1627+5015+5017+5057"
"5057",2018,55690,"1621+1627+5015+5017+5057"
"5057",2019,97744,"1621+1627+5015+5017+5057"
"5057",2020,96622,"1621+1627+5015+5017+5057"
"5057",2021,107448,"1621+1627+5015+5017+5057"
"5057",2022,105836,"1621+1627+5015+5017+5057"
"5057",2023,78345,"1621+1627+5015+5017+5057"
"5057",2024,77280,"1621+1627+5015+5017+5057"
"5057",2025,42923,"1621+1627+5015+5017+5057"
"5058",2009,68193,"1630+1632+5018+5019+5058"
"5058",2010,77849,"1630+1632+5018+5019+5058"
"5058",2011,85916,"1630+1632+5018+5019+5058"
"5058",2012,94178,"1630+1632+5018+5019+5058"
"5058",2013,78900,"1630+1632+5018+5019+5058"
"5058",2014,77406,"1630+1632+5018+5019+5058"
"5058",2015,77716,"1630+1632+5018+5019+5058"
"5058",2016,65859,"1630+1632+5018+5019+5058"
"5058",2017,62375,"1630+1632+5018+5019+5058"
"5058",2018,76094,"1630+1632+5018+5019+5058"
"5058",2019,81242,"1630+1632+5018+5019+5058"
"5058",2020,83321,"1630+1632+5018+5019+5058"
"5058",2021,100083,"1630+1632+5018+5019+5058"
"5058",2022,99501,"1630+1632+5018+5019+5058"
"5058",2023,48403,"1630+1632+5018+5019+5058"
"5058",2024,90725,"1630+1632+5018+5019+5058"
"5058",2025,38167,"1630+1632+5018+5019+5058"
"5059",2009,0,"5059"
"5059",2010,0,"5059"
"5059",2011,0,"5059"
"5059",2012,0,"5059"
"5059",2013,0,"5059"
"5059",2014,0,"5059"
"5059",2015,0,"5059"
"5059",2016,0,"5059"
"5059",2017,0,"5059"
"5059",2018,0,"5059"
"5059",2019,0,"5059"
"5059",2020,178706,"5059"
"5059",2021,182165,"5059"
"5059",2022,184157,"5059"
"5059",2023,195369,"5059"
"5059",2024,219325,"5059"
"5059",2025,220563,"5059"
"5060",2009,57288,"1750+1751+5050+5051+5060"
"5060",2010,64252,"1750+1751+5050+5051+5060"
"5060",2011,83052,"1750+1751+5050+5051+5060"
"5060",2012,90403,"1750+1751+5050+5051+5060"
"5060",2013,107293,"1750+1751+5050+5051+5060"
"5060",2014,121167,"1750+1751+5050+5051+5060"
"5060",2015,124134,"1750+1751+5050+5051+5060"
"5060",2016,118808,"1750+1751+5050+5051+5060"
"5060",2017,111931,"1750+1751+5050+5051+5060"
"5060",2018,120587,"1750+1751+5050+5051+5060"
"5060",2019,116105,"1750+1751+5050+5051+5060"
"5060",2020,143976,"1750+1751+5050+5051+5060"
"5060",2021,243503,"1750+1751+5050+5051+5060"
"5060",2022,232341,"1750+1751+5050+5051+5060"
"5060",2023,251683,"1750+1751+5050+5051+5060"
"5060",2024,280766,"1750+1751+5050+5051+5060"
"5060",2025,222339,"1750+1751+5050+5051+5060"
"5061",2009,15491,"1567+5061"
"5061",2010,15977,"1567+5061"
"5061",2011,14975,"1567+5061"
"5061",2012,12140,"1567+5061"
"5061",2013,13775,"1567+5061"
"5061",2014,13371,"1567+5061"
"5061",2015,8493,"1567+5061"
"5061",2016,9971,"1567+5061"
"5061",2017,15485,"1567+5061"
"5061",2018,14583,"1567+5061"
"5061",2019,12174,"1567+5061"
"5061",2020,11869,"1567+5061"
"5061",2021,14037,"1567+5061"
"5061",2022,15182,"1567+5061"
"5061",2023,17807,"1567+5061"
"5061",2024,22977,"1567+5061"
"5061",2025,23073,"1567+5061"
"5501",2009,382724,"1902+5401+5501"
"5501",2010,406792,"1902+5401+5501"
"5501",2011,387049,"1902+5401+5501"
"5501",2012,383747,"1902+5401+5501"
"5501",2013,364670,"1902+5401+5501"
"5501",2014,387378,"1902+5401+5501"
"5501",2015,454353,"1902+5401+5501"
"5501",2016,518087,"1902+5401+5501"
"5501",2017,561365,"1902+5401+5501"
"5501",2018,618409,"1902+5401+5501"
"5501",2019,622589,"1902+5401+5501"
"5501",2020,609731,"1902+5401+5501"
"5501",2021,582022,"1902+5401+5501"
"5501",2022,567991,"1902+5401+5501"
"5501",2023,570090,"1902+5401+5501"
"5501",2024,565179,"1902+5401+5501"
"5501",2025,569017,"1902+5401+5501"
"5503",2009,233041,"1901+1903+1915+5402+5503"
"5503",2010,292077,"1901+1903+1915+5402+5503"
"5503",2011,277455,"1901+1903+1915+5402+5503"
"5503",2012,232404,"1901+1903+1915+5402+5503"
"5503",2013,216647,"1901+1903+1915+5402+5503"
"5503",2014,213067,"1901+1903+1915+5402+5503"
"5503",2015,214051,"1901+1903+1915+5402+5503"
"5503",2016,210468,"1901+1903+1915+5402+5503"
"5503",2017,214482,"1901+1903+1915+5402+5503"
"5503",2018,329359,"1901+1903+1915+5402+5503"
"5503",2019,323656,"1901+1903+1915+5402+5503"
"5503",2020,311020,"1901+1903+1915+5402+5503"
"5503",2021,307903,"1901+1903+1915+5402+5503"
"5503",2022,295605,"1901+1903+1915+5402+5503"
"5503",2023,292081,"1901+1903+1915+5402+5503"
"5503",2024,279222,"1901+1903+1915+5402+5503"
"5503",2025,262899,"1901+1903+1915+5402+5503"
"5510",2009,45233,"1911+5411+5510"
"5510",2010,44529,"1911+5411+5510"
"5510",2011,39641,"1911+5411+5510"
"5510",2012,38777,"1911+5411+5510"
"5510",2013,41798,"1911+5411+5510"
"5510",2014,38287,"1911+5411+5510"
"5510",2015,34391,"1911+5411+5510"
"5510",2016,32726,"1911+5411+5510"
"5510",2017,33028,"1911+5411+5510"
"5510",2018,68089,"1911+5411+5510"
"5510",2019,68672,"1911+5411+5510"
"5510",2020,68813,"1911+5411+5510"
"5510",2021,69438,"1911+5411+5510"
"5510",2022,61789,"1911+5411+5510"
"5510",2023,61042,"1911+5411+5510"
"5510",2024,52059,"1911+5411+5510"
"5510",2025,47389,"1911+5411+5510"
"5512",2009,12947,"1852+1913+5412+5512"
"5512",2010,17911,"1852+1913+5412+5512"
"5512",2011,23940,"1852+1913+5412+5512"
"5512",2012,31717,"1852+1913+5412+5512"
"5512",2013,47366,"1852+1913+5412+5512"
"5512",2014,38483,"1852+1913+5412+5512"
"5512",2015,45911,"1852+1913+5412+5512"
"5512",2016,81234,"1852+1913+5412+5512"
"5512",2017,90001,"1852+1913+5412+5512"
"5512",2018,87392,"1852+1913+5412+5512"
"5512",2019,80580,"1852+1913+5412+5512"
"5512",2020,80504,"1852+1913+5412+5512"
"5512",2021,97876,"1852+1913+5412+5512"
"5512",2022,100697,"1852+1913+5412+5512"
"5512",2023,109036,"1852+1913+5412+5512"
"5512",2024,108747,"1852+1913+5412+5512"
"5512",2025,107896,"1852+1913+5412+5512"
"5514",2009,8935,"1917+5413+5514"
"5514",2010,7450,"1917+5413+5514"
"5514",2011,9097,"1917+5413+5514"
"5514",2012,12129,"1917+5413+5514"
"5514",2013,16531,"1917+5413+5514"
"5514",2014,14028,"1917+5413+5514"
"5514",2015,9311,"1917+5413+5514"
"5514",2016,10364,"1917+5413+5514"
"5514",2017,9846,"1917+5413+5514"
"5514",2018,9834,"1917+5413+5514"
"5514",2019,11013,"1917+5413+5514"
"5514",2020,11877,"1917+5413+5514"
"5514",2021,14047,"1917+5413+5514"
"5514",2022,20190,"1917+5413+5514"
"5514",2023,20288,"1917+5413+5514"
"5514",2024,23337,"1917+5413+5514"
"5514",2025,18020,"1917+5413+5514"
"5516",2009,3876,"1919+5414+5516"
"5516",2010,8412,"1919+5414+5516"
"5516",2011,11678,"1919+5414+5516"
"5516",2012,11075,"1919+5414+5516"
"5516",2013,12548,"1919+5414+5516"
"5516",2014,13685,"1919+5414+5516"
"5516",2015,13556,"1919+5414+5516"
"5516",2016,10026,"1919+5414+5516"
"5516",2017,10598,"1919+5414+5516"
"5516",2018,9641,"1919+5414+5516"
