"kommunenr_2024","år","y2s_predikert","y2s_nedre","y2s_ovre","n_bootstrap_ok"
"1134",2045,101.409761250072,87.7024438677423,135.789998773552,60
"1134",2046,106.321111958502,91.5244182364557,145.378747849213,60
"1134",2047,109.334974213185,93.8113650211999,150.69958285442,60
"1134",2048,112.712509900361,96.3911942528065,156.873477285573,60
"1134",2049,116.398906127518,99.1574420141529,163.78480718422,60
"1134",2050,119.813702505446,101.69001063257,170.088514273946,60
"1135",2026,58.4302697189398,58.1756563442628,59.049308056208,60
"1135",2027,58.9732467416124,58.6144993681363,59.8482517287903,60
"1135",2028,59.6443453669813,59.1431267178824,60.8683004808537,60
"1135",2029,60.5146972842535,59.8125259463553,62.2403987480015,60
"1135",2030,61.3982131474827,60.4871618716013,63.654814669931,60
"1135",2031,62.1158009711007,61.0390775132317,64.7891888287385,60
"1135",2032,63.4242257731727,62.0090391969444,67.0011252763343,60
"1135",2033,64.7494442754299,62.9830209592865,69.3093584264287,60
"1135",2034,66.1741177726213,64.0246215044995,71.8240086613509,60
